

Tipo_de_Sistema(Monofasico(1),Trifasico(3))
3

Numero_barras
3375   

Numero_linhas
3376

Voltagem_base_da_rede(kV)
13.8

Voltagem_referencia_da_rede(kV)
13.8

comprimento_das_linhas(m,km,ft,millas)
1

Unidade_da_impedancia(ohm,ohm/m,ohm/km,ohm/ft,ohm/milla)
1

Unidade_da_Demanda(VAR,kVAR)
1


				 kVA    kV_hihg      kV_low    R1%    X1%   R0%    X0%
subestacao		2500       69.0        24.9     1     8      0     8
CP    1911    1912     0.023700       0.021600       0.023700       0.021600       0.023700       0.021600       0.000000       0.000000     0.001300       0.011700       0.001300       0.010600       0.000000       0.000000       0.001300       0.011700       0.000000       0.000000     0.000000       0.000000       2-AA    21.390000 
CP    1912    1913     0.029600       0.027000       0.029600       0.027000       0.029600       0.027000       0.000000       0.000000     0.001600       0.013200       0.001600       0.012400       0.000000       0.000000       0.001600       0.014600       0.000000       0.000000     0.000000       0.000000       2-AA    26.670000 
CP    1913    1914     0.027100       0.024700       0.027100       0.024700       0.027100       0.024700       0.000000       0.000000     0.001400       0.013400       0.001400       0.012100       0.000000       0.000000       0.001400       0.013400       0.000000       0.000000     0.000000       0.000000       2-AA    24.400000 
CP    1914    1915     0.023700       0.021600       0.023700       0.021600       0.023700       0.021600       0.000000       0.000000     0.001300       0.011700       0.001300       0.010600       0.000000       0.000000       0.001300       0.011700       0.000000       0.000000     0.000000       0.000000       2-AA    21.400000 
SJ    1915    1916     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    1916    1917     0.030200       0.027500       0.030200       0.027500       0.030200       0.027500       0.000000       0.000000     0.001600       0.014900       0.001600       0.013500       0.000000       0.000000       0.001600       0.014900       0.000000       0.000000     0.000000       0.000000       2-AA    27.180000 
CP    1917    1918     0.045100       0.027400       0.045100       0.027400       0.045100       0.027400       0.000000       0.000000     0.001600       0.014000       0.001600       0.012700       0.000000       0.000000       0.001600       0.014200       0.000000       0.000000     0.000000       0.000000       4-AA    27.230000 
CP    1918    1919     0.025900       0.015800       0.025900       0.015800       0.025900       0.015800       0.000000       0.000000     0.000900       0.008600       0.000900       0.007700       0.000000       0.000000       0.000900       0.008600       0.000000       0.000000     0.000000       0.000000       4-AA    15.640000 
CP    1919    1920     0.055500       0.033800       0.055500       0.033800       0.055500       0.033800       0.000000       0.000000     0.002000       0.018300       0.002000       0.016600       0.000000       0.000000       0.002000       0.018300       0.000000       0.000000     0.000000       0.000000       4-AA    33.500000 
CP    1920    1921     0.278100       0.169200       0.278100       0.169200       0.278100       0.169200       0.000000       0.000000     0.009900       0.083100       0.009900       0.078000       0.000000       0.000000       0.009900       0.091900       0.000000       0.000000     0.000000       0.000000       4-AA   167.880000 
CP    1921    1922     0.081900       0.049800       0.081900       0.049800       0.081900       0.049800       0.000000       0.000000     0.002900       0.024500       0.002900       0.023000       0.000000       0.000000       0.002900       0.027000       0.000000       0.000000     0.000000       0.000000       4-AA    49.430000 
CP    1922    1923     0.161300       0.098200       0.161300       0.098200       0.161300       0.098200       0.000000       0.000000     0.005800       0.048200       0.005800       0.045300       0.000000       0.000000       0.005800       0.053300       0.000000       0.000000     0.000000       0.000000       4-AA    97.400000 
CP    1923    1924     0.162300       0.098800       0.162300       0.098800       0.162300       0.098800       0.000000       0.000000     0.005800       0.048500       0.005800       0.045500       0.000000       0.000000       0.005800       0.053600       0.000000       0.000000     0.000000       0.000000       4-AA    97.970000 
SJ    1924    1925     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    1925    1926     0.160700       0.097800       0.160700       0.097800       0.160700       0.097800       0.000000       0.000000     0.005700       0.048000       0.005700       0.045100       0.000000       0.000000       0.005700       0.053100       0.000000       0.000000     0.000000       0.000000       4-AA    97.010000 
CP    1926    1927     0.147700       0.089900       0.147700       0.089900       0.147700       0.089900       0.000000       0.000000     0.005300       0.044100       0.005300       0.041400       0.000000       0.000000       0.005300       0.048800       0.000000       0.000000     0.000000       0.000000       4-AA    89.170000 
CP    1927    1928     0.160700       0.097800       0.160700       0.097800       0.160700       0.097800       0.000000       0.000000     0.005700       0.048000       0.005700       0.045100       0.000000       0.000000       0.005700       0.053100       0.000000       0.000000     0.000000       0.000000       4-AA    97.000000 
SJ    1928    1929     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    1929    1930     0.031800       0.019300       0.031800       0.019300       0.031800       0.019300       0.000000       0.000000     0.001100       0.009500       0.001100       0.008900       0.000000       0.000000       0.001100       0.010500       0.000000       0.000000     0.000000       0.000000       4-AA    19.180000 
CH    1930    1931      C3696-2              0
CP    1931    1932     0.147100       0.089500       0.147100       0.089500       0.147100       0.089500       0.000000       0.000000     0.005300       0.044000       0.005300       0.041300       0.000000       0.000000       0.005300       0.048600       0.000000       0.000000     0.000000       0.000000       4-AA    88.800000 
CP    1932    1933     0.156500       0.095300       0.156500       0.095300       0.156500       0.095300       0.000000       0.000000     0.005600       0.046800       0.005600       0.043900       0.000000       0.000000       0.005600       0.051700       0.000000       0.000000     0.000000       0.000000       4-AA    94.500000 
CP    1933    1934     0.130200       0.079200       0.130200       0.079200       0.130200       0.079200       0.000000       0.000000     0.004700       0.038900       0.004700       0.036500       0.000000       0.000000       0.004700       0.043000       0.000000       0.000000     0.000000       0.000000       4-AA    78.610000 
CP    1934    1935     0.143300       0.087200       0.143300       0.087200       0.143300       0.087200       0.000000       0.000000     0.005100       0.042800       0.005100       0.040200       0.000000       0.000000       0.005100       0.047300       0.000000       0.000000     0.000000       0.000000       4-AA    86.520000 
CH    1935    1936      C6085-5              0
CP    1936    1937     0.134300       0.081700       0.134300       0.081700       0.134300       0.081700       0.000000       0.000000     0.004800       0.040100       0.004800       0.037700       0.000000       0.000000       0.004800       0.044400       0.000000       0.000000     0.000000       0.000000       4-AA    81.100000 
CP    1937    1938     0.187200       0.113900       0.187200       0.113900       0.187200       0.113900       0.000000       0.000000     0.006700       0.055900       0.006700       0.052500       0.000000       0.000000       0.006700       0.061800       0.000000       0.000000     0.000000       0.000000       4-AA   113.020000 
CP    1938    1939     0.188000       0.114400       0.188000       0.114400       0.188000       0.114400       0.000000       0.000000     0.006700       0.056200       0.006700       0.052700       0.000000       0.000000       0.006700       0.062100       0.000000       0.000000     0.000000       0.000000       4-AA   113.510000 
CP    1939    1940     0.100400       0.061100       0.100400       0.061100       0.100400       0.061100       0.000000       0.000000     0.003600       0.030000       0.003600       0.028200       0.000000       0.000000       0.003600       0.033200       0.000000       0.000000     0.000000       0.000000       4-AA    60.610000 
TR    1940    1941    570411020              0   15000.000000   13800.000000     220.000000       0.010000       0.060000              0
CP    1935    1942     0.141000       0.085800       0.141000       0.085800       0.141000       0.085800       0.000000       0.000000     0.005000       0.042100       0.005000       0.039600       0.000000       0.000000       0.005000       0.046600       0.000000       0.000000     0.000000       0.000000       4-AA    85.130000 
CP    1942    1943     0.142900       0.087000       0.142900       0.087000       0.142900       0.087000       0.000000       0.000000     0.005100       0.042700       0.005100       0.040100       0.000000       0.000000       0.005100       0.047200       0.000000       0.000000     0.000000       0.000000       4-AA    86.270000 
CP    1943    1944     0.181600       0.110500       0.181600       0.110500       0.181600       0.110500       0.000000       0.000000     0.006500       0.054300       0.006500       0.051000       0.000000       0.000000       0.006500       0.060000       0.000000       0.000000     0.000000       0.000000       4-AA   109.660000 
CP    1944    1945     0.126700       0.077100       0.126700       0.077100       0.126700       0.077100       0.000000       0.000000     0.004500       0.037900       0.004500       0.035600       0.000000       0.000000       0.004500       0.041900       0.000000       0.000000     0.000000       0.000000       4-AA    76.520000 
CP    1945    1946     0.116900       0.071100       0.116900       0.071100       0.116900       0.071100       0.000000       0.000000     0.004200       0.034900       0.004200       0.032800       0.000000       0.000000       0.004200       0.038600       0.000000       0.000000     0.000000       0.000000       4-AA    70.560000 
TR    1946    1947    570318020              0   30000.000000   13800.000000     220.000000       0.010000       0.060000              0
SJ    1945    1948     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    1948    1949     0.034300       0.020900       0.034300       0.020900       0.034300       0.020900       0.000000       0.000000     0.001200       0.010300       0.001200       0.009600       0.000000       0.000000       0.001200       0.011300       0.000000       0.000000     0.000000       0.000000       4-AA    20.720000 
CH    1949    1950      C6084-8              0
CP    1950    1951     0.171700       0.104500       0.171700       0.104500       0.171700       0.104500       0.000000       0.000000     0.006100       0.051300       0.006100       0.048200       0.000000       0.000000       0.006100       0.056700       0.000000       0.000000     0.000000       0.000000       4-AA   103.670000 
CP    1951    1952     0.134600       0.081900       0.134600       0.081900       0.134600       0.081900       0.000000       0.000000     0.004800       0.040200       0.004800       0.037800       0.000000       0.000000       0.004800       0.044500       0.000000       0.000000     0.000000       0.000000       4-AA    81.270000 
CP    1952    1953     0.338000       0.205700       0.338000       0.205700       0.338000       0.205700       0.000000       0.000000     0.012100       0.101000       0.012100       0.094800       0.000000       0.000000       0.012100       0.111700       0.000000       0.000000     0.000000       0.000000       4-AA   204.050000 
CP    1953    1954     0.157200       0.095600       0.157200       0.095600       0.157200       0.095600       0.000000       0.000000     0.005600       0.047000       0.005600       0.044100       0.000000       0.000000       0.005600       0.051900       0.000000       0.000000     0.000000       0.000000       4-AA    94.880000 
CP    1954    1955     0.060200       0.036600       0.060200       0.036600       0.060200       0.036600       0.000000       0.000000     0.002200       0.018000       0.002200       0.016900       0.000000       0.000000       0.002200       0.019900       0.000000       0.000000     0.000000       0.000000       4-AA    36.350000 
TR    1955    1956    570742020              0   30000.000000   13800.000000     220.000000       0.010000       0.060000              0
CH    1953    1957      C5810-7              0
CP    1957    1958     0.155800       0.094800       0.155800       0.094800       0.155800       0.094800       0.000000       0.000000     0.005600       0.046500       0.005600       0.043700       0.000000       0.000000       0.005600       0.051500       0.000000       0.000000     0.000000       0.000000       4-AA    94.030000 
CP    1958    1959     0.157600       0.095900       0.157600       0.095900       0.157600       0.095900       0.000000       0.000000     0.005600       0.068800       0.005600       0.068800       0.000000       0.000000       0.005600       0.048400       0.000000       0.000000     0.000000       0.000000       4-AA    95.130000 
SJ    1959    1960     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    1960    1961     0.304000       0.185000       0.304000       0.185000       0.304000       0.185000       0.000000       0.000000     0.010900       0.090800       0.010900       0.085300       0.000000       0.000000       0.010900       0.100400       0.000000       0.000000     0.000000       0.000000       4-AA   183.510000 
TR    1961    1962    571011020              0   10000.000000   13800.000000     220.000000       0.010000       0.060000              0
CP    1928    1963     0.154900       0.094200       0.154900       0.094200       0.154900       0.094200       0.000000       0.000000     0.005500       0.046300       0.005500       0.043400       0.000000       0.000000       0.005500       0.051200       0.000000       0.000000     0.000000       0.000000       4-AA    93.490000 
CH    1963    1964      C2617-9              3
CP    1964    1965     0.125300       0.076200       0.125300       0.076200       0.125300       0.076200       0.000000       0.000000     0.004500       0.037400       0.004500       0.035100       0.000000       0.000000       0.004500       0.041400       0.000000       0.000000     0.000000       0.000000       4-AA    75.630000 
CP    1965    1966     0.121000       0.073600       0.121000       0.073600       0.121000       0.073600       0.000000       0.000000     0.004300       0.036100       0.004300       0.033900       0.000000       0.000000       0.004300       0.040000       0.000000       0.000000     0.000000       0.000000       4-AA    73.020000 
CP    1966    1967     0.168700       0.102600       0.168700       0.102600       0.168700       0.102600       0.000000       0.000000     0.006000       0.050400       0.006000       0.047300       0.000000       0.000000       0.006000       0.055700       0.000000       0.000000     0.000000       0.000000       4-AA   101.820000 
CP    1967    1968     0.161800       0.098400       0.161800       0.098400       0.161800       0.098400       0.000000       0.000000     0.005800       0.048300       0.005800       0.045400       0.000000       0.000000       0.005800       0.053400       0.000000       0.000000     0.000000       0.000000       4-AA    97.660000 
CP    1968    1969     0.107300       0.065300       0.107300       0.065300       0.107300       0.065300       0.000000       0.000000     0.003800       0.032100       0.003800       0.030100       0.000000       0.000000       0.003800       0.035400       0.000000       0.000000     0.000000       0.000000       4-AA    64.760000 
CH    1969    1970      C5811-5              0
CP    1970    1971     0.132600       0.080700       0.132600       0.080700       0.132600       0.080700       0.000000       0.000000     0.004700       0.039600       0.004700       0.037200       0.000000       0.000000       0.004700       0.043800       0.000000       0.000000     0.000000       0.000000       4-AA    80.050000 
CP    1971    1972     0.176200       0.107200       0.176200       0.107200       0.176200       0.107200       0.000000       0.000000     0.006300       0.052700       0.006300       0.049400       0.000000       0.000000       0.006300       0.058200       0.000000       0.000000     0.000000       0.000000       4-AA   106.370000 
CP    1972    1973     0.173600       0.105700       0.173600       0.105700       0.173600       0.105700       0.000000       0.000000     0.006200       0.051900       0.006200       0.048700       0.000000       0.000000       0.006200       0.057400       0.000000       0.000000     0.000000       0.000000       4-AA   104.820000 
SJ    1973    1974     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    1974    1975     0.140300       0.085400       0.140300       0.085400       0.140300       0.085400       0.000000       0.000000     0.005000       0.041900       0.005000       0.039400       0.000000       0.000000       0.005000       0.046400       0.000000       0.000000     0.000000       0.000000       4-AA    84.710000 
TR    1975    1976    571037020              0   10000.000000   13800.000000     220.000000       0.010000       0.060000              0
CP    1969    1977     0.203300       0.123700       0.203300       0.123700       0.203300       0.123700       0.000000       0.000000     0.007300       0.060800       0.007300       0.057000       0.000000       0.000000       0.007300       0.067200       0.000000       0.000000     0.000000       0.000000       4-AA   122.720000 
CP    1977    1978     0.202000       0.122900       0.202000       0.122900       0.202000       0.122900       0.000000       0.000000     0.007200       0.060400       0.007200       0.056700       0.000000       0.000000       0.007200       0.066700       0.000000       0.000000     0.000000       0.000000       4-AA   121.920000 
CP    1978    1979     0.203900       0.124100       0.203900       0.124100       0.203900       0.124100       0.000000       0.000000     0.007300       0.060900       0.007300       0.057200       0.000000       0.000000       0.007300       0.067300       0.000000       0.000000     0.000000       0.000000       4-AA   123.080000 
CP    1979    1980     0.100400       0.061100       0.100400       0.061100       0.100400       0.061100       0.000000       0.000000     0.003600       0.030000       0.003600       0.028200       0.000000       0.000000       0.003600       0.033200       0.000000       0.000000     0.000000       0.000000       4-AA    60.630000 
CP    1980    1981     0.099700       0.060600       0.099700       0.060600       0.099700       0.060600       0.000000       0.000000     0.003600       0.029800       0.003600       0.028000       0.000000       0.000000       0.003600       0.032900       0.000000       0.000000     0.000000       0.000000       4-AA    60.170000 
CP    1981    1982     0.103400       0.062900       0.103400       0.062900       0.103400       0.062900       0.000000       0.000000     0.003700       0.030900       0.003700       0.029000       0.000000       0.000000       0.003700       0.034200       0.000000       0.000000     0.000000       0.000000       4-AA    62.440000 
SJ    1982    1983     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    1983    1984     0.173900       0.105800       0.173900       0.105800       0.173900       0.105800       0.000000       0.000000     0.006200       0.052000       0.006200       0.048800       0.000000       0.000000       0.006200       0.057500       0.000000       0.000000     0.000000       0.000000       4-AA   105.000000 
CP    1984    1985     0.169100       0.102900       0.169100       0.102900       0.169100       0.102900       0.000000       0.000000     0.006000       0.050500       0.006000       0.047400       0.000000       0.000000       0.006000       0.055900       0.000000       0.000000     0.000000       0.000000       4-AA   102.090000 
CH    1985    1986      C5812-3              0
CP    1986    1987     0.136000       0.082800       0.136000       0.082800       0.136000       0.082800       0.000000       0.000000     0.004900       0.040600       0.004900       0.038100       0.000000       0.000000       0.004900       0.044900       0.000000       0.000000     0.000000       0.000000       4-AA    82.100000 
CP    1987    1988     0.199900       0.121700       0.199900       0.121700       0.199900       0.121700       0.000000       0.000000     0.007100       0.059700       0.007100       0.056100       0.000000       0.000000       0.007100       0.066000       0.000000       0.000000     0.000000       0.000000       4-AA   120.690000 
CP    1988    1989     0.190800       0.116100       0.190800       0.116100       0.190800       0.116100       0.000000       0.000000     0.006800       0.057000       0.006800       0.053500       0.000000       0.000000       0.006800       0.063000       0.000000       0.000000     0.000000       0.000000       4-AA   115.200000 
CP    1989    1990     0.131400       0.080000       0.131400       0.080000       0.131400       0.080000       0.000000       0.000000     0.004700       0.039300       0.004700       0.036900       0.000000       0.000000       0.004700       0.043400       0.000000       0.000000     0.000000       0.000000       4-AA    79.330000 
TR    1990    1991    571038020              0   15000.000000   13800.000000     220.000000       0.010000       0.060000              0
CP    1985    1992     0.148100       0.090100       0.148100       0.090100       0.148100       0.090100       0.000000       0.000000     0.005300       0.044300       0.005300       0.041600       0.000000       0.000000       0.005300       0.048900       0.000000       0.000000     0.000000       0.000000       4-AA    89.420000 
CP    1992    1993     0.149700       0.091100       0.149700       0.091100       0.149700       0.091100       0.000000       0.000000     0.005400       0.044700       0.005400       0.042000       0.000000       0.000000       0.005400       0.049400       0.000000       0.000000     0.000000       0.000000       4-AA    90.350000 
CP    1993    1994     0.154900       0.094300       0.154900       0.094300       0.154900       0.094300       0.000000       0.000000     0.005500       0.046300       0.005500       0.043500       0.000000       0.000000       0.005500       0.051200       0.000000       0.000000     0.000000       0.000000       4-AA    93.520000 
CP    1994    1995     0.156000       0.094900       0.156000       0.094900       0.156000       0.094900       0.000000       0.000000     0.005600       0.046600       0.005600       0.043800       0.000000       0.000000       0.005600       0.051500       0.000000       0.000000     0.000000       0.000000       4-AA    94.170000 
CP    1995    1996     0.155900       0.094800       0.155900       0.094800       0.155900       0.094800       0.000000       0.000000     0.005600       0.046600       0.005600       0.043700       0.000000       0.000000       0.005600       0.051500       0.000000       0.000000     0.000000       0.000000       4-AA    94.100000 
CP    1996    1997     0.154100       0.093800       0.154100       0.093800       0.154100       0.093800       0.000000       0.000000     0.005500       0.046000       0.005500       0.043200       0.000000       0.000000       0.005500       0.050900       0.000000       0.000000     0.000000       0.000000       4-AA    93.010000 
CP    1997    1998     0.152300       0.092700       0.152300       0.092700       0.152300       0.092700       0.000000       0.000000     0.005400       0.045500       0.005400       0.042700       0.000000       0.000000       0.005400       0.050300       0.000000       0.000000     0.000000       0.000000       4-AA    91.920000 
CP    1998    1999     0.175100       0.106600       0.175100       0.106600       0.175100       0.106600       0.000000       0.000000     0.006300       0.052300       0.006300       0.049100       0.000000       0.000000       0.006300       0.057900       0.000000       0.000000     0.000000       0.000000       4-AA   105.730000 
CP    1999    2000     0.174700       0.106300       0.174700       0.106300       0.174700       0.106300       0.000000       0.000000     0.006200       0.052200       0.006200       0.049000       0.000000       0.000000       0.006200       0.057700       0.000000       0.000000     0.000000       0.000000       4-AA   105.470000 
CP    2000    2001     0.174900       0.106400       0.174900       0.106400       0.174900       0.106400       0.000000       0.000000     0.006300       0.052300       0.006300       0.049100       0.000000       0.000000       0.006300       0.057800       0.000000       0.000000     0.000000       0.000000       4-AA   105.590000 
CP    2001    2002     0.175100       0.106600       0.175100       0.106600       0.175100       0.106600       0.000000       0.000000     0.006300       0.052300       0.006300       0.049100       0.000000       0.000000       0.006300       0.057900       0.000000       0.000000     0.000000       0.000000       4-AA   105.730000 
CP    2002    2003     0.174500       0.106200       0.174500       0.106200       0.174500       0.106200       0.000000       0.000000     0.006200       0.052200       0.006200       0.049000       0.000000       0.000000       0.006200       0.057700       0.000000       0.000000     0.000000       0.000000       4-AA   105.360000 
CP    2003    2004     0.128700       0.078300       0.128700       0.078300       0.128700       0.078300       0.000000       0.000000     0.004600       0.038500       0.004600       0.036100       0.000000       0.000000       0.004600       0.042500       0.000000       0.000000     0.000000       0.000000       4-AA    77.680000 
SJ    2004    2005     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000     0.000000       0.000000                0.000000 
CP    2005    2006     0.129500       0.078800       0.129500       0.078800       0.129500       0.078800       0.000000       0.000000     0.004600       0.038700       0.004600       0.036300       0.000000       0.000000       0.004600       0.042800       0.000000       0.000000     0.000000       0.000000       4-AA    78.210000 
CP    2006    2007     0.165600       0.100800       0.165600       0.100800       0.165600       0.100800       0.000000       0.000000     0.005900       0.049500       0.005900       0.046500       0.000000       0.000000       0.005900       0.054700       0.000000       0.000000     0.000000       0.000000       4-AA    99.980000 
CH    2007    2008      C6087-1              0
CP    2008    2009     0.116900       0.071200       0.116900       0.071200       0.116900       0.071200       0.000000       0.000000     0.004200       0.034900       0.004200       0.032800       0.000000       0.000000       0.004200       0.038600       0.000000       0.000000     0.000000       0.000000       4-AA    70.590000 
CP    2009    2010     0.146500       0.089200       0.146500       0.089200       0.146500       0.089200       0.000000       0.000000     0.005200       0.043800       0.005200       0.041100       0.000000       0.000000       0.005200       0.048400       0.000000       0.000000     0.000000       0.000000       4-AA    88.450000 
CP    2010    2011     0.119400       0.072600       0.119400       0.072600       0.119400       0.072600       0.000000       0.000000     0.004300       0.035700       0.004300       0.033500       0.000000       0.000000       0.004300       0.039400       0.000000       0.000000     0.000000       0.000000       4-AA    72.060000 
TR    2011    2012    571041020              0   75000.000000   13800.000000     220.000000       0.010000       0.060000              0
CP    2007    2013     0.152200       0.092600       0.152200       0.092600       0.152200       0.092600       0.000000       0.000000     0.005400       0.045500       0.005400       0.042700       0.000000       0.000000       0.005400       0.050300       0.000000       0.000000     0.000000       0.000000       4-AA    91.860000 
CP    2013    2014     0.152700       0.092900       0.152700       0.092900       0.152700       0.092900       0.000000       0.000000     0.005500       0.045600       0.005500       0.042800       0.000000       0.000000       0.005500       0.050500       0.000000       0.000000     0.000000       0.000000       4-AA    92.200000 
CP    2014    2015     0.151400       0.092100       0.151400       0.092100       0.151400       0.092100       0.000000       0.000000     0.005400       0.045200       0.005400       0.042500       0.000000       0.000000       0.005400       0.050000       0.000000       0.000000     0.000000       0.000000       4-AA    91.400000 
CP    2015    2016     0.156800       0.095400       0.156800       0.095400       0.156800       0.095400       0.000000       0.000000     0.005600       0.046900       0.005600       0.044000       0.000000       0.000000       0.005600       0.051800       0.000000       0.000000     0.000000       0.000000       4-AA    94.670000 
TR    2016    2017    570516020              0   10000.000000   13800.000000     220.000000       0.010000       0.060000              0
CP    2016    2018     0.067300       0.040900       0.067300       0.040900       0.067300       0.040900       0.000000       0.000000     0.002400       0.020100       0.002400       0.018900       0.000000       0.000000       0.002400       0.022200       0.000000       0.000000     0.000000       0.000000       4-AA    40.620000 
CP    2018    2019     0.166100       0.101100       0.166100       0.101100       0.166100       0.101100       0.000000       0.000000     0.005900       0.049600       0.005900       0.046600       0.000000       0.000000       0.005900       0.054900       0.000000       0.000000     0.000000       0.000000       4-AA   100.290000 
CP    2019    2020     0.375400       0.228500       0.375400       0.228500       0.375400       0.228500       0.000000       0.000000     0.013400       0.112200       0.013400       0.105300       0.000000       0.000000       0.013400       0.124000       0.000000       0.000000     0.000000       0.000000       4-AA   226.660000 
CP    2020    2021     0.178000       0.108300       0.178000       0.108300       0.178000       0.108300       0.000000       0.000000     0.006400       0.053200       0.006400       0.049900       0.000000       0.000000       0.006400       0.058800       0.000000       0.000000     0.000000       0.000000       4-AA   107.460000 
CP    2021    2022     0.175700       0.106900       0.175700       0.106900       0.175700       0.106900       0.000000       0.000000     0.006300       0.052500       0.006300       0.049300       0.000000       0.000000       0.006300       0.058100       0.000000       0.000000     0.000000       0.000000       4-AA   106.090000 
CP    2022    2023     0.173900       0.105800       0.173900       0.105800       0.173900       0.105800       0.000000       0.000000     0.006200       0.052000       0.006200       0.048800       0.000000       0.000000       0.006200       0.057500       0.000000       0.000000     0.000000       0.000000       4-AA   105.010000 
CP    2023    2024     0.176000       0.107100       0.176000       0.107100       0.176000       0.107100       0.000000       0.000000     0.006300       0.052600       0.006300       0.049400       0.000000       0.000000       0.006300       0.058100       0.000000       0.000000     0.000000       0.000000       4-AA   106.230000 
CP    2024    2025     0.174800       0.106400       0.174800       0.106400       0.174800       0.106400       0.000000       0.000000     0.006200       0.052200       0.006200       0.049000       0.000000       0.000000       0.006200       0.057700       0.000000       0.000000     0.000000       0.000000       4-AA   105.510000 
CP    2025    2026     0.151500       0.092200       0.151500       0.092200       0.151500       0.092200       0.000000       0.000000     0.005400       0.045300       0.005400       0.042500       0.000000       0.000000       0.005400       0.050100       0.000000       0.000000     0.000000       0.000000       4-AA    91.480000 
CP    2026    2027     0.182200       0.110900       0.182200       0.110900       0.182200       0.110900       0.000000       0.000000     0.006500       0.054400       0.006500       0.051100       0.000000       0.000000       0.006500       0.060200       0.000000       0.000000     0.000000       0.000000       4-AA   109.990000 
CP    2027    2028     0.058800       0.035800       0.058800       0.035800       0.058800       0.035800       0.000000       0.000000     0.002100       0.017600       0.002100       0.016500       0.000000       0.000000       0.002100       0.019400       0.000000       0.000000     0.000000       0.000000       4-AA    35.490000 
CH    2028    2029      C2618-7              0
CP    2029    2030     0.184900       0.112500       0.184900       0.112500       0.184900       0.112500       0.000000       0.000000     0.006600       0.055200       0.006600       0.051900       0.000000       0.000000       0.006600       0.061100       0.000000       0.000000     0.000000       0.000000       4-AA   111.600000 
CP    2030    2031     0.186000       0.113200       0.186000       0.113200       0.186000       0.113200       0.000000       0.000000     0.006700       0.055600       0.006700       0.052200       0.000000       0.000000       0.006700       0.061500       0.000000       0.000000     0.000000       0.000000       4-AA   112.320000 
CP    2031    2032     0.189300       0.115200       0.189300       0.115200       0.189300       0.115200       0.000000       0.000000     0.006800       0.056600       0.006800       0.053100       0.000000       0.000000       0.006800       0.062500       0.000000       0.000000     0.000000       0.000000       4-AA   114.310000 
CH    2032    2033      C6089-7              0
CP    2033    2034     0.084900       0.051700       0.084900       0.051700       0.084900       0.051700       0.000000       0.000000     0.003000       0.025400       0.003000       0.023800       0.000000       0.000000       0.003000       0.028100       0.000000       0.000000     0.000000       0.000000       4-AA    51.270000 
TR    2034    2035    571043020              0   15000.000000   13800.000000     220.000000       0.010000       0.060000              0
CP    2032    2036     0.186600       0.113600       0.186600       0.113600       0.186600       0.113600       0.000000       0.000000     0.006700       0.055800       0.006700       0.052400       0.000000       0.000000       0.006700       0.061700       0.000000       0.000000     0.000000       0.000000       4-AA   112.680000 
CP    2036    2037     0.185300       0.112800       0.185300       0.112800       0.185300       0.112800       0.000000       0.000000     0.006600       0.055400       0.006600       0.052000       0.000000       0.000000       0.006600       0.061200       0.000000       0.000000     0.000000       0.000000       4-AA   111.890000 
CP    2037    2038     0.185500       0.112900       0.185500       0.112900       0.185500       0.112900       0.000000       0.000000     0.006600       0.055400       0.006600       0.052000       0.000000       0.000000       0.006600       0.061300       0.000000       0.000000     0.000000       0.000000       4-AA   112.010000 
CP    2038    2039     0.187100       0.113800       0.187100       0.113800       0.187100       0.113800       0.000000       0.000000     0.006700       0.055900       0.006700       0.052500       0.000000       0.000000       0.006700       0.061800       0.000000       0.000000     0.000000       0.000000       4-AA   112.930000 
CP    2039    2040     0.187100       0.113900       0.187100       0.113900       0.187100       0.113900       0.000000       0.000000     0.006700       0.055900       0.006700       0.052500       0.000000       0.000000       0.006700       0.061800       0.000000       0.000000     0.000000       0.000000       4-AA   112.980000 
